Signum,Plats,Socken,Härad,Kommun,KoordinaterX,KoordinaterY,Stilgruppering,Ristare,Materialtyp
Öl 2 †$,Algutsrums kyrka,Algutsrums sn,Algutsrums hd,Mörbylånga,6283750,1544290,Pr3,,sten
Öl 3 †$,Resmo kyrka,Resmo sn,Algutsrums hd,Mörbylånga,6268390,1539280,Pr3 - Pr4?,,sten
Öl 4 $,Resmo kyrka,Resmo sn,Algutsrums hd,Mörbylånga,6268390,1539280,Pr4,,sten
Öl 7 †$,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,6265940,1536510,Pr3,,sten
Öl 9 †,Kastlösa kyrka,Kastlösa sn,Gräsgårds hd,Mörbylånga,6259160,1538460,Pr2 - Pr3?,,sten
Öl 19 †,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,6258229,1547014,Pr4,,sten
Öl 31 $,Runstens kyrka,Runstens sn,Runstens hd,Borgholm,6286146,1554808,Pr3,,sten
Öl 34 †SENTIDA,Runstens kyrka,Runstens sn,Runstens hd,Borgholm,6286150,1554760,,,sten
Öl 42 †$,bron vid Gärdslösa kyrka,Gärdslösa sn,Runstens hd,Borgholm,6296547,1557031,RAK?,,sten
Öl 43 $,Gärdslösa kyrka,Gärdslösa sn,Runstens hd,Borgholm,6296674,1556961,Pr3 - Pr4,Oddvar (S),sten
Öl 48 $,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306078,1555725,?,,sten
Öl 49 †$,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306070,1555680,?,,sten
Öl 50 $UTGÅR,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306070,1555680,,,sten
Öl 55 †$,Högby kyrka,Högby sn,Åkerbo hd,Borgholm,6338240,1573270,?,,sten
Öl 56 $,Källa ödekyrka,Källa sn,Åkerbo hd,Borgholm,6332312,1571584,Pr3,,sten
Öl 57 †$,Källa ödekyrka,Källa sn,Åkerbo hd,Borgholm,6332312,1571584,Pr3 - Pr4?,,sten
Öl 58 †,Böda kyrka,Böda sn,Åkerbo hd,Borgholm,6347210,1575720,Pr3,,sten
Öl 59 †,Resmo kyrka,Resmo sn,Algutsrums hd,Mörbylånga,6268390,1539280,,,sten
Öl ATA430/37;16,Resmo kyrka,Resmo sn,Algutsrums hd,Mörbylånga,6268584,1539618,,,sten
Öl ATA4700/43,Gärdslösa kyrka,Gärdslösa sn,Runstens hd,Borgholm,6296674,1556961,,,sten
Öl ATA4376/56A $,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,6258229,1547014,,,sten
Öl ATA4376/56B $,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,6258229,1547014,,,sten
Öl ATA4377/56A,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,6258229,1547014,?,,sten
Öl ATA4064/60A $,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,6265963,1536554,,Ulf (S),sten
Öl ATA4064/60B,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,6265963,1536554,,,sten
Öl ATA4064/60C,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,6265963,1536554,,,sten
Öl ATA4976/70 $,Långlöts kyrka,Långlöts sn,Runstens hd,Borgholm,6290610,1556250,,,sten
Öl ATA411-4568-1998A,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,6258229,1547014,,,sten
Öl ATA411-4568-1998B $,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,6258229,1547014,,,sten
Öl ATA411-4568-1998C,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,6258229,1547014,,,sten
Öl ATA411-4568-1998D,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,6258229,1547014,,,sten
Öl ATA322-4215-2004,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Fv1911;274A $M,Räpplinge kyrka,Räpplinge sn,Slättbo hd,Borgholm,6300510,1552460,,,sten
Öl Fv1911;274B $,Resmo kyrka,Resmo sn,Algutsrums hd,Mörbylånga,6268390,1539280,Pr3 [Gräslund muntligt],,sten
Öl Fv1911;274C,Resmo kyrka,Resmo sn,Algutsrums hd,Mörbylånga,6268390,1539280,Pr3 - Pr4?,,sten
Öl KALM1982;57,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,6265950,1536501,,,sten
Öl Köping1,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping2,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306083,1555664,,,sten
Öl Köping3,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping7,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping8,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping9,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping10,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping11,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping12,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping13,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping14,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping15,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping16,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping17,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping18,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping19,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping20,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping21,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping22,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping23,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping24,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping25,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping26,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping27,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping28,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping29,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping30,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping31,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping32,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping33,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping34,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping35,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping36,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping37,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping38,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping39,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping40,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping41,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping42,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping43,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping44,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping45,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping46,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping47,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping48,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping49,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping50,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping51,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping52,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping54,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping55,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping56,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping57,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping58,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping59,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping60,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping61,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping62,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping64 †,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping65 †,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping66 †,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping69,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping70,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping71,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping72,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl Köping73,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,6306080,1555677,,,sten
Öl SvK128;288 $,Källa ödekyrka,Källa sn,Åkerbo hd,Borgholm,6332312,1571584,?,,sten
Ög 1 $,Fivelstads kyrka,Fivelstads sn,Aska hd,Motala,6480150,1453100,?,,sten
Ög 2,Orlunda kyrka,Orlunda sn,Aska hd,Vadstena,6476907,1451684,,,sten
Ög 7,Västra Stenby kyrka,Västra Stenby sn,Aska hd,Motala,6484900,1455914,?,,sten
Ög 8 $,"Västra Stenby kyrka, Kälvestenstenen",Västra Stenby sn,Aska hd,Motala,6484926,1455889,RAK,,sten
Ög 9,Vinnerstads kyrka,Vinnerstads sn (nu Motala),Aska hd,Motala,6488392,1458285,Pr3,,sten
Ög 11,Vårdsbergs kyrka,Vårdsbergs sn,Bankekinds hd,Linköping,6475631,1496854,RAK,,sten
Ög 12,Vårdsbergs kyrka,Vårdsbergs sn,Bankekinds hd,Linköping,6475645,1496863,?,,sten
Ög 13,Konungsunds kyrka,Konungsunds sn,Björkekinds hd,Norrköping,6494284,1534535,Fp,,sten
Ög 14,Konungsunds kyrka,Konungsunds sn,Björkekinds hd,Norrköping,6494286,1534524,RAK?,,sten
Ög 16 †,Kuddby kyrka,Kuddby sn,Björkekinds hd,Norrköping,6489710,1538990,RAK,,sten
Ög 17 †,Kuddby kyrka,Kuddby sn,Björkekinds hd,Norrköping,6489710,1538990,Pr3,,sten
Ög 31 $,Å kyrka,Å sn,Björkekinds hd,Norrköping,6486130,1540661,RAK?,,sten
Ög 35 $M,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,6484317,1466583,,,sten
Ög 36 †,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,6484310,1466570,?,,sten
Ög 36B †,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,6484310,1466570,,,sten
Ög 37 †,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,6484310,1466570,?,,sten
Ög 39 †M,Skeppsås kyrka,Skeppsås sn,Bobergs hd,Mjölby,6481320,1466500,,,sten
Ög 40 †$,Vallerstads kyrka,Vallerstads sn,Bobergs hd,Mjölby,6478007,1461278,Pr3?,,sten
Ög 41 †,Älvestads kyrka,Älvestads sn,Bobergs hd,Motala,6480399,1470301,Pr3?,,sten
Ög 51 $,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög 52 $,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög 53 †$,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög 54,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög 55,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög 56,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög 59 †,Örberga kyrka,Örberga sn,Dals hd,Vadstena,6479500,1441420,?,,sten
Ög 64 $,Bjälbo kyrka,Bjälbo sn,Göstrings hd,Mjölby,6472382,1453166,RAK?,,sten
Ög 68 $,Ekeby kyrka,Ekeby sn,Göstrings hd,Boxholm,6458947,1455421,RAK,,sten
Ög 69 $,Ekeby kyrka,Ekeby sn,Göstrings hd,Boxholm,6458982,1455477,RAK?,,sten
Ög 70 $,Ekeby kyrka,Ekeby sn,Göstrings hd,Boxholm,6458980,1455464,RAK,,sten
Ög 72 †,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,?,,sten
Ög 73 $,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög 74 $,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög 78 †$,Högby kyrka,Högby sn,Göstrings hd,Mjölby,6471010,1458710,?,,sten
Ög 79 †,Högby kyrka,Högby sn,Göstrings hd,Mjölby,6471010,1458710,,,sten
Ög 80 †,Högby kyrka,Högby sn,Göstrings hd,Mjölby,6471010,1458710,,,sten
Ög 81 $,Högby gamla kyrka,Högby sn,Göstrings hd,Mjölby,6471020,1458705,Pr1,Torkel (S),sten
Ög 82,Högby kyrka,Högby sn,Göstrings hd,Mjölby,6471010,1458710,RAK,Torkel (S),sten
Ög 83 $,Högby kyrka,Högby sn,Göstrings hd,Mjölby,6471010,1458710,Pr1 - Pr2?,Torkel (A),sten
Ög 86 †,Högby kyrka,Högby sn,Göstrings hd,Mjölby,6471010,1458710,Pr3?,,sten
Ög 87,Högby kyrka,Högby sn,Göstrings hd,Mjölby,6471010,1458710,?,,sten
Ög 100,Ringarums kyrka,Ringarums sn,Hammarkinds hd,Valdemarsvik,6467989,1537696,?,,sten
Ög 103,Kaga kyrka,Kaga sn,Hanekinds hd,Linköping,6481155,1483886,Fp,,sten
Ög 111 $,Landeryds kyrka,Landeryds sn,Hanekinds hd,Linköping,6471744,1495270,Fp,,sten
Ög 114 †$,Skeda kyrka,Skeda sn,Hanekinds hd,Linköping,6469254,1485767,?,,sten
Ög 117 $,Slaka kyrka,Slaka sn,Hanekinds hd,Linköping,6472028,1485402,RAK,,sten
Ög 131 $,Heda kyrka,Heda sn,Lysings hd,Ödeshög,6463087,1435393,RAK,,sten
Ög 132,Heda kyrka,Heda sn,Lysings hd,Ödeshög,6463071,1435396,Pr2 - Pr3?,,sten
Ög 139 †,Västra Tollstads kyrka,Västra Tollstads sn,Lysings hd,Ödeshög,6462153,1432559,,,sten
Ög 140 †,Västra Tollstads kyrka,Västra Tollstads sn,Lysings hd,Ödeshög,6462153,1432559,,,sten
Ög 141 †,Västra Tollstads kyrka,Västra Tollstads sn,Lysings hd,Ödeshög,6462153,1432559,,,sten
Ög 142 †,Stora Åby kyrka,Stora Åby sn,Lysings hd,Ödeshög,6457880,1435653,RAK,,sten
Ög 143 †,Stora Åby kyrka,Stora Åby sn,Lysings hd,Ödeshög,6457880,1435653,RAK,,sten
Ög 144,Ödeshögs kyrka,Ödeshögs sn,Lysings hd,Ödeshög,6456875,1432388,KB? (Pr2 - Pr3),,sten
Ög 147,Furingstads kyrka,Furingstads sn,Lösings hd,Norrköping,6492607,1531384,RAK?,,sten
Ög 148,Furingstads kyrka,Furingstads sn,Lösings hd,Norrköping,6492599,1531367,RAK,,sten
Ög 150,Furingstads kyrka,Furingstads sn,Lösings hd,Norrköping,6492623,1531354,?,,sten
Ög 151,Furingstads kyrka,Furingstads sn,Lösings hd,Norrköping,6492636,1531346,RAK,,sten
Ög 156,Tingstads kyrka,Tingstads sn,Lösings hd,Norrköping,6489698,1528382,Pr2,,sten
Ög 158 $,Tingstads kyrka,Tingstads sn,Lösings hd,Norrköping,6489692,1528380,Fp,,sten
Ög 160,Kimstads kyrka,Kimstads sn,Memmings hd,Norrköping,6490770,1509823,,,sten
Ög 165,"Skänninge, Vårfrukyrkan",Skänninge,,Mjölby,6474883,1457995,RAK,Torkel (S),sten
Ög 167 †,"Skänninge, Vårfrukyrkan",Skänninge,,Mjölby,6474860,1457970,,,sten
Ög 169 †,Gistads forna kyrka,Gistads sn,Skärkinds hd,Linköping,6481280,1506910,?,,sten
Ög 171 U,Skärkinds gamla kyrka,Skärkinds sn,Skärkinds hd,Norrköping,6483146,1510848,,,sten
Ög 172 $,Skärkinds gamla kyrka,Skärkinds sn,Skärkinds hd,Norrköping,6483147,1510847,FP,,sten
Ög 174 $,Skärkinds nya kyrka,Skärkinds sn,Skärkinds hd,Norrköping,6482730,1510530,RAK?,,sten
Ög 175 $,Skärkinds nya kyrka,Skärkinds sn,Skärkinds hd,Norrköping,6482730,1510530,?,,sten
Ög 180,Gammalkils kyrka,Gammalkils sn,Valkebo hd,Linköping,6465549,1475991,?,,sten
Ög 193 $,Härberga kyrka (nu: Herrberga),Härberga sn (nu Herrberga),Vifolka hd,Mjölby,6473590,1464481,FP,,sten
Ög 194 †,Härberga kyrka (nu: Herrberga),Härberga sn (nu Herrberga),Vifolka hd,Mjölby,6473630,1464480,Pr1?,,sten
Ög 197,Sörby kyrka,Mjölby sn,Vifolka hd,Mjölby,6465599,1459504,RAK?,,sten
Ög 199,Sya kyrka,Sya sn,Vifolka hd,Mjölby,6468240,1466140,RAK?,,sten
Ög 204 $,Viby kyrka,Viby sn,Vifolka hd,Mjölby,6471800,1471130,RAK?,,sten
Ög 213,Västerlösa kyrka,Västerlösa sn,Vifolka hd,Linköping,6477670,1473227,,,sten
Ög 220,Östra Skrukeby kyrka,Östra Skrukeby sn,Åkerbo hd,Linköping,6486295,1500778,,,sten
Ög 221 $,Törnevalla kyrka,Törnevalla sn,Åkerbo hd,Linköping,6480950,1501420,Fp,,sten
Ög 223 $,Törnevalla kyrka,Törnevalla sn,Åkerbo hd,Linköping,6480937,1501319,RAK?,,sten
Ög 231 $,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,6495739,1539036,Fp,,sten
Ög 232 $,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,6495723,1538974,Fp,,sten
Ög 233 $,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,6495721,1538991,RAK?,,sten
Ög 234,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,6495731,1538990,RAK,Samma som gjort Ög 235 (ATA 8141/74),sten
Ög 235 $,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,6495732,1539000,RAK,Samma som gjort Ög 234 (8141/74).,sten
Ög 236 $,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,6495725,1539002,RAK,,sten
Ög 240 $,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög 242,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473178,1448114,,,sten
Ög 243,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473178,1448114,,,sten
Ög 247 $,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484389,1483109,?,,sten
Ög ATA4666/43 $,Normlösa kyrka,Normlösa sn,Vifolka hd,Mjölby,6477150,1466278,?,,sten
Ög ATA1083/48,Östra Hargs kyrka,Östra Hargs sn,Åkerbo hd,Linköping,6485017,1496419,?,,sten
Ög ATA3020/48,Bjälbo kyrka,Bjälbo sn,Göstrings hd,Mjölby,6472346,1453104,?,,sten
Ög ATA4905/48,Sjögestads kyrka,Sjögestads sn,Valkebo hd,Linköping,6471605,1474621,?,,sten
Ög ATA4197/55 $,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,6484317,1466583,?,,sten
Ög ATA2047/56,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög ATA4374/56A,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,?,,sten
Ög ATA4374/56B,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,?,,sten
Ög ATA5365/56,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög ATA5366/56 †,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,?,,sten
Ög ATA3421/58,Asby kyrka,Asby sn,Ydre hd,Ydre,6420120,1464420,?,,sten
Ög ATA6266/59A,Rogslösa kyrka,Rogslösa sn,Dals hd,Vadstena,6473782,1437879,,,sten
Ög ATA6266/59B,Rogslösa kyrka,Rogslösa sn,Dals hd,Vadstena,6473782,1437879,,,sten
Ög ATA6550/59A,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA6550/59B,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA6550/59C,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA6550/59D,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA6550/59E †,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA6550/59F,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA2458/61 †,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA5503/61,Rystads kyrka,Rystads sn,Åkerbo hd,Linköping,6480810,1494547,?,,sten
Ög ATA5586/61,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473180,1448100,,,sten
Ög ATA4639/62 †$,Viby kyrka,Viby sn,Vifolka hd,Mjölby,6471767,1471097,,,sten
Ög ATA6576/62A,Dagsbergs kyrka,Dagsbergs sn,Lösings hd,Norrköping,6495610,1529770,?,,sten
Ög ATA6576/62B,Dagsbergs kyrka,Dagsbergs sn,Lösings hd,Norrköping,6495610,1529770,,,sten
Ög ATA6577/62A,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög ATA6577/62B,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög ATA6577/62C,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473180,1448100,,,sten
Ög ATA6577/62D,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473180,1448100,,,sten
Ög ATA6225/65,Vists kyrka,Vists sn,Hanekinds hd,Linköping,6467340,1495496,?,,sten
Ög ATA4654/74,Skärkinds gamla kyrka,Skärkinds sn,Skärkinds hd,Norrköping,6483151,1510840,?,,sten
Ög ATA580/75 $,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,6495717,1538980,?,,sten
Ög ATA4991/84,"Skänninge, Vårfrukyrkan",Skänninge,,Mjölby,6474860,1457970,,,sten
Ög ATA322-3593-2005A,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA322-3593-2005B,Allhelgonakyrkan,Skänninge,,Mjölby,6475012,1457916,,,sten
Ög ATA322-165-2006A,Örberga kyrka,Örberga sn,Dals hd,Vadstena,6479498,1441437,,,sten
Ög ATA322-165-2006B,Örberga kyrka,Örberga sn,Dals hd,Vadstena,6479498,1441437,,,sten
Ög ATA322-3519-2010,Heda kyrka,Heda sn,Lysings hd,Ödeshög,6463078,1435379,,,sten
Ög ATA322-1298-2011,"Sankt Lars kyrka, Repslagaregatan",Linköping,,Linköping,6476500,1489565,,,sten
Ög ATA322-4035-2011:1,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:5,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:8,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:13,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:14,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:15,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:16,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:17,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:19,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA322-4035-2011:23,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög ATA351-469-2013:1,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,6484317,1466583,,,sten
Ög ATA351-469-2013:3,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,6484310,1466570,,,sten
Ög ATA351-2875-2013AB,Rinna kyrka,Rinna sn,Göstrings hd,Boxholm,6462752,1450353,,,sten
Ög ATA351-2875-2013C,Rinna kyrka,Rinna sn,Göstrings hd,Boxholm,6462752,1450353,,,sten
Ög ATA351-2875-2013D,Rinna kyrka,Rinna sn,Göstrings hd,Boxholm,6462752,1450353,,,sten
Ög Carlsson2007;9,Herrestads kyrka,Herrestads sn,Dals hd,Vadstena,6474519,1441874,,,sten
Ög Fv1943;317C $,Sankt Martins kyrka,Skänninge,,Mjölby,6475250,1457775,,,sten
Ög Fv1943;317D,Sankt Martins kyrka,Skänninge,,Mjölby,6475250,1457775,,,sten
Ög Fv1958;252,Sankt Lars kyrka,Linköping,,Linköping,6476494,1489459,,,sten
Ög Fv1958;255,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög Fv1959;97,Tingstads kyrka,Tingstads sn,Lösings hd,Norrköping,6489705,1528333,?,,sten
